5.75E-4	8.24646	8.18759	8.22023	8.16684	8.24646
0.00115	8.28315	8.33203	8.34249	8.20851	8.28315
0.001725	8.22942	8.25625	8.39831	8.09669	8.22942
0.0023	8.19377	8.28567	8.25432	8.01743	8.19377
0.002875	8.17228	8.24279	8.26452	7.96759	8.17228
0.0034625	8.15586	8.18052	8.30787	7.98849	8.15586
0.00405	8.18904	8.2441	8.321	8.0264	8.18904
0.004625	8.17792	8.20754	8.25564	8.04709	8.17792
0.005225	8.1637	8.2312	8.29804	8.08639	8.1637
0.0058125	8.15543	8.209	8.2611	8.02341	8.15543
0.0064	8.10279	8.19801	8.23654	8.03649	8.10279
0.007	8.19189	8.24738	8.2655	8.04428	8.19189
0.0076	8.16076	8.20801	8.20338	8.02923	8.16076
0.0082	8.15675	8.21959	8.21683	8.03458	8.15675
0.0088	8.12741	8.19849	8.19924	8.06681	8.12741
0.0094	8.11897	8.19614	8.20708	7.95413	8.11897
0.0100125	8.14958	8.17486	8.20985	8.02442	8.14958
0.010625	8.06585	8.18905	8.1908	8.00439	8.06585
0.0112375	8.13068	8.20239	8.24435	8.00987	8.13068
0.01185	8.04879	8.11107	8.2162	7.97621	8.04879
0.0124625	8.01714	8.16423	8.16957	8.00689	8.01714
0.013075	8.15029	8.1129	8.15326	8.00526	8.15029
0.0137	8.19134	8.13222	8.2398	7.9762	8.19134
0.014325	8.07581	8.14628	8.16784	7.97919	8.07581
0.01495	8.08108	8.10445	8.19672	7.98965	8.08108
0.015575	8.09918	8.14113	8.21198	7.97534	8.09918
0.0162125	8.07127	8.10248	8.16504	7.92769	8.07127
0.0168375	8.10047	8.18167	8.14085	7.97349	8.10047
0.017475	8.0687	8.12759	8.18069	8.00034	8.0687
0.0181125	8.0652	8.13234	8.16562	7.97823	8.0652
0.01875	8.09706	8.0947	8.13007	7.95545	8.09706
0.0194	7.99883	8.11902	8.20943	7.92522	7.99883
0.0200375	8.00715	8.08159	8.22216	7.91146	8.00715
0.0206875	8.07714	8.15545	8.16228	7.90244	8.07714
0.0213375	8.08382	8.06898	8.07045	7.93191	8.08382
0.0219875	8.0812	8.12391	8.07692	7.95115	8.0812
0.02265	8.0565	8.15649	8.13247	7.95272	8.0565
0.0233	8.11173	8.09551	8.12371	7.96183	8.11173
0.0239625	8.05182	8.14722	8.12234	7.97853	8.05182
0.024625	8.05431	8.07641	8.17567	7.88124	8.05431
0.0252875	8.00442	8.04403	8.14632	7.92006	8.00442
0.0259625	7.97846	8.10295	8.06516	7.95144	7.97846
0.026625	8.09007	8.13233	8.08211	7.89075	8.09007
0.0273	8.04573	8.07594	8.09115	7.94242	8.04573
0.027975	7.96546	8.05575	8.12371	7.95042	7.96546
0.02865	7.96083	8.0748	8.07438	7.9415	7.96083
0.0293375	7.99405	8.05478	8.07698	7.85373	7.99405
0.0300125	7.99948	8.06893	8.12115	7.92919	7.99948
0.0307	7.98473	8.09809	8.04776	7.89584	7.98473
0.0313875	8.0579	8.05734	8.06991	7.95984	8.0579
0.0320875	8.00958	8.06987	8.12836	7.89423	8.00958
0.032775	7.95056	8.05643	8.1009	7.89593	7.95056
0.033475	7.9364	8.04381	8.06506	7.90504	7.9364
0.034175	8.00545	8.08299	8.14731	7.89836	8.00545
0.034875	7.99327	8.05487	8.13055	7.86839	7.99327
0.035575	7.97515	8.04639	8.09137	7.85655	7.97515
0.0362875	8.00039	8.01053	8.08494	7.87839	8.00039
0.0369875	7.99539	8.03309	8.05338	7.89561	7.99539
0.0377	8.00185	8.03216	8.11405	7.89222	8.00185
0.0384125	8.04888	8.03957	8.10401	7.89371	8.04888
0.0391375	7.99802	8.04948	8.09388	7.92462	7.99802
0.03985	7.9624	8.00826	8.06822	7.93728	7.9624
0.040575	7.94422	8.01623	8.07497	7.87933	7.94422
0.0413	8.00048	8.05818	8.1382	7.91727	8.00048
0.0420375	7.97405	8.0195	8.0947	7.90443	7.97405
0.0427625	7.9819	8.03119	8.08659	7.90097	7.9819
