5.75E-4	7.61393	7.76707	7.6369	7.33093
0.00115	7.92905	7.82619	7.63545	7.37579
0.001725	8.07292	7.90341	7.72449	7.55868
0.0023	8.07716	7.8673	7.6753	7.54278
0.002875	7.99254	7.77704	7.6153	7.5115
0.0034625	8.04796	7.80411	7.65731	7.54191
0.00405	8.02825	7.82633	7.60407	7.45522
0.004625	7.95719	7.80168	7.65008	7.44218
0.005225	8.01916	7.89063	7.55469	7.41911
0.0058125	8.00426	7.82153	7.56077	7.34328
0.0064	7.90961	7.83707	7.60549	7.44082
0.007	7.94516	7.78939	7.64432	7.44048
0.0076	7.92526	7.823	7.58753	7.42713
0.0082	7.93751	7.81082	7.59742	7.39705
0.0088	7.86361	7.76715	7.62616	7.45815
0.0094	7.95907	7.76051	7.56481	7.41593
0.0100125	7.93292	7.80667	7.59925	7.38834
0.010625	7.94945	7.82194	7.59206	7.41546
0.0112375	7.90424	7.78205	7.55086	7.40827
0.01185	7.90508	7.728	7.57013	7.29005
0.0124625	7.88758	7.71652	7.58165	7.33559
0.013075	7.87978	7.7664	7.6204	7.3886
0.0137	7.93693	7.78461	7.58987	7.33321
0.014325	7.85394	7.72177	7.602	7.39689
0.01495	7.87864	7.74223	7.56404	7.40704
0.015575	7.8543	7.73168	7.56212	7.38436
0.0162125	7.87032	7.76135	7.5234	7.40266
0.0168375	7.92619	7.72439	7.58162	7.35677
0.017475	7.85491	7.75212	7.49658	7.3518
0.0181125	7.81631	7.70462	7.53932	7.32933
0.01875	7.83524	7.73197	7.53404	7.34488
0.0194	7.85177	7.65365	7.55709	7.3276
0.0200375	7.80932	7.74098	7.49426	7.29156
0.0206875	7.80531	7.70278	7.49508	7.35007
0.0213375	7.78394	7.71838	7.44611	7.36597
0.0219875	7.78389	7.65553	7.53917	7.32099
0.02265	7.85116	7.72226	7.50143	7.3544
0.0233	7.82047	7.65562	7.51037	7.31806
0.0239625	7.78227	7.69895	7.48516	7.3201
0.024625	7.78302	7.67383	7.54882	7.2936
0.0252875	7.84606	7.65783	7.51065	7.33528
0.0259625	7.80632	7.63633	7.52738	7.24177
0.026625	7.81373	7.69033	7.51375	7.30753
0.0273	7.83391	7.63499	7.46317	7.27517
0.027975	7.78183	7.65452	7.46448	7.24753
0.02865	7.81077	7.68107	7.50267	7.25362
0.0293375	7.76991	7.65497	7.43951	7.3355
0.0300125	7.78059	7.61364	7.47526	7.32185
0.0307	7.82821	7.69624	7.41673	7.30931
0.0313875	7.7497	7.66775	7.46523	7.32782
0.0320875	7.78233	7.62238	7.52034	7.27844
0.032775	7.74381	7.67006	7.47098	7.23872
0.033475	7.79674	7.63971	7.48821	7.24977
0.034175	7.79407	7.67584	7.47933	7.28155
0.034875	7.78014	7.67336	7.44765	7.23039
0.035575	7.80716	7.6768	7.48855	7.23234
0.0362875	7.74106	7.62546	7.4457	7.19782
0.0369875	7.73607	7.63298	7.42808	7.22111
0.0377	7.79201	7.62865	7.47043	7.30011
0.0384125	7.69064	7.59998	7.42407	7.22925
0.0391375	7.73214	7.63968	7.42583	7.23776
0.03985	7.77253	7.5869	7.3907	7.26281
0.040575	7.73758	7.6225	7.42645	7.17554
0.0413	7.6956	7.64653	7.38024	7.19697
0.0420375	7.77474	7.6416	7.39935	7.20329
0.0427625	7.71041	7.65284	7.40821	7.123
0.0435	7.73092	7.61016	7.34695	7.23236
0.0442375	7.68461	7.57086	7.436	7.16972
0.044975	7.65878	7.56649	7.40104	7.15008
0.0457125	7.69326	7.58476	7.35443	7.16612
0.0464625	7.71529	7.57891	7.41353	7.18988
0.0472125	7.68431	7.58667	7.3781	7.18542
0.0479625	7.66274	7.55726	7.42852	7.15695
0.0487125	7.64161	7.61259	7.38987	7.1537
0.049475	7.60375	7.54269	7.36074	7.14982
0.050225	7.60929	7.65906	7.38837	7.13722
0.0509875	7.683	7.57633	7.37652	7.12029
0.0517625	7.68247	7.58	7.34858	7.16011
0.052525	7.64321	7.55002	7.32233	7.08528
0.0533	7.63943	7.56142	7.30989	7.08676
0.054075	7.61442	7.55141	7.35058	7.06441
0.05485	7.63862	7.5656	7.28988	7.1239
0.055625	7.59151	7.53237	7.37741	7.09459
0.0564125	7.56459	7.5128	7.32945	7.11248
0.0572	7.59743	7.50427	7.30756	7.07294
0.0579875	7.54749	7.57894	7.33397	7.11008
0.058775	7.58453	7.53266	7.3141	7.1019
0.059575	7.57515	7.55337	7.30137	7.09067
0.060375	7.58355	7.58032	7.33542	7.10557
0.061175	7.57275	7.56906	7.27612	7.13609
0.061975	7.61753	7.50201	7.36287	7.09386
0.0627875	7.60089	7.53406	7.30164	7.13419
0.0636	7.57435	7.50579	7.30807	7.02162
0.0644125	7.58578	7.52694	7.26722	7.0791
0.065225	7.53993	7.52368	7.27631	7.05155
0.0660375	7.60995	7.53305	7.28841	7.06382
0.0668625	7.57085	7.48623	7.29201	6.99613
0.0676875	7.60454	7.57817	7.35897	7.08648
0.068525	7.54	7.50391	7.28479	7.08537
0.06935	7.5478	7.51007	7.30407	7.0645
0.0701875	7.54743	7.49614	7.27632	7.02696
0.071025	7.59836	7.52376	7.28233	7.04482
0.0718625	7.59078	7.45991	7.27667	7.05785
0.0727125	7.53349	7.48086	7.24026	7.04155
0.0735625	7.52943	7.50733	7.28188	7.0305
0.0744125	7.54085	7.45121	7.25167	7.05468
0.0752625	7.54776	7.4226	7.26845	7.005
0.076125	7.51887	7.47098	7.23179	6.99069
0.0769875	7.51255	7.44487	7.24061	7.00095
0.07785	7.53211	7.48015	7.23236	7.00519
0.0787125	7.4738	7.47963	7.28253	7.01652
0.0795875	7.50211	7.41683	7.27028	6.99381
0.0804625	7.50853	7.43926	7.24153	6.99296
0.0813375	7.50252	7.44356	7.23679	6.9813
0.082225	7.47563	7.44734	7.22098	7.04752
