5.75E-4	7.95691	7.77591	7.81912	8.28834
0.00115	8.02792	7.93024	8.04394	8.24882
0.001725	8.00704	7.96999	8.15741	8.04498
0.0023	8.07724	8.05108	8.17231	8.11759
0.002875	8.0659	8.06464	8.116	8.14202
0.0034625	8.04628	8.03432	8.09036	8.10082
0.00405	8.07635	8.00714	8.0633	8.15506
0.004625	8.05326	7.95547	8.05259	8.01169
0.005225	7.99556	7.97698	8.01194	8.09336
0.0058125	8.01672	7.92026	8.02354	8.13245
0.0064	8.0236	7.88653	8.02377	8.17654
0.007	8.00758	7.9187	8.08511	8.13825
0.0076	7.97452	7.93251	8.01083	8.14713
0.0082	7.98313	7.95588	7.97651	8.04894
0.0088	7.9906	7.97182	8.02901	8.05051
0.0094	7.97893	7.92909	8.07824	8.08658
0.0100125	7.98013	7.92701	7.98679	8.16
0.010625	7.96841	7.92033	8.0089	8.10661
0.0112375	7.98763	7.91145	8.00751	8.13226
0.01185	7.91993	7.9619	8.02237	8.12903
0.0124625	7.87774	7.91945	7.97345	8.0783
0.013075	7.98181	7.96264	8.00883	8.08109
0.0137	7.91975	7.93179	8.01954	8.11549
0.014325	7.98669	7.95057	7.96486	8.09878
0.01495	7.93277	8.02758	7.97777	8.16491
0.015575	8.0065	7.9078	7.92858	8.09891
0.0162125	7.94069	7.93182	7.97489	8.09577
0.0168375	7.92761	7.88263	7.94546	8.07419
0.017475	7.94538	7.86494	7.97592	8.08071
0.0181125	7.89986	7.89123	8.00781	8.0399
0.01875	7.94831	7.89794	8.01668	8.10196
0.0194	8.01046	7.90421	7.95723	8.15896
0.0200375	7.93612	7.88013	7.94959	8.04544
0.0206875	7.9076	7.85132	7.93075	8.05298
0.0213375	7.87973	7.91492	7.94281	8.05379
0.0219875	7.89722	7.90766	7.96933	8.04007
0.02265	7.90735	7.89068	7.98545	8.06509
0.0233	7.94325	7.86806	7.92274	8.11294
0.0239625	7.87236	7.83439	7.96804	7.99632
0.024625	7.90779	7.85414	7.96203	8.03188
0.0252875	7.91231	7.90603	7.90099	8.05701
0.0259625	7.89578	7.86355	7.93591	8.0723
0.026625	7.91335	7.86616	7.9166	8.04266
0.0273	7.85038	7.8767	7.94293	8.0664
0.027975	7.89151	7.90448	7.94936	8.00496
0.02865	7.90542	7.90069	7.87062	7.98592
0.0293375	7.91816	7.90516	7.90154	8.01241
0.0300125	7.88549	7.88599	7.90263	8.03962
0.0307	7.87647	7.89799	7.96487	8.04125
0.0313875	7.8149	7.85221	7.93524	8.02939
0.0320875	7.87763	7.8118	7.93511	8.04265
0.032775	7.84115	7.8301	7.89147	8.0202
0.033475	7.87113	7.87321	7.91057	7.99416
0.034175	7.84179	7.78785	7.87052	8.04029
0.034875	7.8509	7.77634	7.8656	8.00627
