0.000575	8.80103	8.52531	8.53288
0.00115	8.89508	8.57117	8.47722
0.001725	8.91327	8.61148	8.44301
0.0023	8.92489	8.63981	8.58121
0.002875	8.85299	8.61687	8.54202
0.0034625	8.82874	8.58049	8.47229
0.00405	8.83897	8.53698	8.50786
0.004625	8.83433	8.46456	8.47693
0.005225	8.81978	8.53369	8.36521
0.0058125	8.84347	8.54761	8.43898
0.0064	8.87502	8.64304	8.48252
0.007	8.82088	8.53707	8.3913
0.0076	8.81125	8.53432	8.39876
0.0082	8.80659	8.55152	8.45818
0.0088	8.83904	8.54298	8.36973
0.0094	8.82096	8.49797	8.42313
0.0100125	8.83137	8.57785	8.46647
0.010625	8.75498	8.53831	8.41875
0.0112375	8.79856	8.57143	8.48101
0.01185	8.78162	8.49181	8.40672
0.0124625	8.78688	8.45553	8.46288
0.013075	8.80145	8.51086	8.41572
0.0137	8.72881	8.48913	8.42652
0.014325	8.71661	8.53433	8.4526
0.01495	8.79585	8.47954	8.40737
0.015575	8.77149	8.53831	8.39029
0.0162125	8.69868	8.47614	8.37949
0.0168375	8.71781	8.52881	8.42434
0.017475	8.67406	8.45242	8.40801
0.0181125	8.76095	8.47517	8.41886
0.01875	8.72453	8.50013	8.39667
0.0194	8.71244	8.4798	8.37689
0.0200375	8.72858	8.44151	8.39591
0.0206875	8.70357	8.49247	8.45814
0.0213375	8.70003	8.43793	8.31813
0.0219875	8.69258	8.42802	8.37332
0.02265	8.65047	8.43429	8.32615
0.0233	8.68147	8.44693	8.34192
0.0239625	8.61825	8.45008	8.31393
0.024625	8.64852	8.45762	8.30152
0.0252875	8.69313	8.42938	8.34131
0.0259625	8.71549	8.4413	8.28556
0.026625	8.66284	8.42887	8.32158
0.0273	8.66123	8.42963	8.28932
0.027975	8.69177	8.38131	8.3536
0.02865	8.6647	8.37948	8.35335
0.0293375	8.64013	8.37548	8.30221
0.0300125	8.67436	8.41996	8.30449
0.0307	8.66013	8.43279	8.29071
0.0313875	8.62978	8.3811	8.32737
0.0320875	8.64346	8.4085	8.28724
0.032775	8.63585	8.37356	8.25323
0.033475	8.64399	8.38068	8.24219
0.034175	8.59884	8.38858	8.25588
0.034875	8.67142	8.31463	8.32216
0.035575	8.59663	8.35605	8.24777
0.0362875	8.56306	8.30987	8.26245
0.0369875	8.603	8.3393	8.26915
0.0377	8.57099	8.34084	8.2596
0.0384125	8.61674	8.35202	8.20154
0.0391375	8.59724	8.32576	8.26673
0.03985	8.59038	8.31324	8.29923
0.040575	8.54413	8.31824	8.15553
0.0413	8.61068	8.30312	8.2078
0.0420375	8.58521	8.2817	8.19604
0.0427625	8.54302	8.23745	8.21255
0.0435	8.53921	8.27579	8.16978
0.0442375	8.58384	8.2939	8.15707
0.044975	8.46932	8.30682	8.20115
0.0457125	8.58049	8.28566	8.14836
0.0464625	8.5636	8.2449	8.16419
0.0472125	8.55116	8.27666	8.21589
0.0479625	8.55953	8.28143	8.12416
0.0487125	8.56827	8.25866	8.16947
0.049475	8.54698	8.26936	8.18481
0.050225	8.5204	8.2627	8.22666
0.0509875	8.50411	8.2537	8.17713
0.0517625	8.48867	8.22942	8.12969
0.052525	8.50622	8.26478	8.13083
0.0533	8.5286	8.22926	8.15657
0.054075	8.52189	8.26688	8.15809
0.05485	8.52495	8.26284	8.15455
0.055625	8.51009	8.19159	8.14669
0.0564125	8.48068	8.25517	8.10493
0.0572	8.47781	8.20554	8.10206
0.0579875	8.47935	8.26965	8.08716
0.058775	8.52971	8.23193	8.06732
0.059575	8.4977	8.25101	8.12854
0.060375	8.50348	8.20726	8.10294
0.061175	8.52488	8.1955	8.09668
0.061975	8.45797	8.21788	8.11474
0.0627875	8.53393	8.21671	8.09883
0.0636	8.45433	8.23223	8.09543
0.0644125	8.43851	8.21788	8.05988
0.065225	8.4509	8.13689	8.08829
0.0660375	8.45904	8.20047	8.0854
0.0668625	8.48989	8.15917	8.11736
0.0676875	8.48142	8.19088	8.11273
0.068525	8.44411	8.22689	8.03654
0.06935	8.44632	8.12906	8.07313
0.0701875	8.40591	8.16578	8.05166
0.071025	8.4194	8.13476	8.10584
0.0718625	8.45402	8.18732	8.075
0.0727125	8.42775	8.15361	8.06538
0.0735625	8.42694	8.14408	8.08386
0.0744125	8.42624	8.15824	8.08008
0.0752625	8.41026	8.13911	8.06396
0.076125	8.39331	8.18231	8.08638
0.0769875	8.40818	8.14837	8.00337
0.07785	8.4142	8.09739	7.96763
0.0787125	8.42311	8.13682	8.02481
0.0795875	8.41484	8.11057	7.99479
0.0804625	8.41946	8.168	8.02246
0.0813375	8.40512	8.08303	8.001
0.082225	8.41204	8.08731	8.01285
0.0831	8.41708	8.10962	7.97107
0.0839875	8.35411	8.09008	8.02503
0.0848875	8.36681	8.10723	8.00717
0.085775	8.36958	8.10301	8.02532
0.086675	8.41147	8.12736	8.03385
0.087575	8.3605	8.05989	7.943
0.088475	8.32868	8.06995	7.9829
0.0893875	8.34263	8.08894	7.96957
0.0903	8.32456	8.10282	7.96783
0.0912125	8.41848	8.11651	7.97773
0.0921375	8.31067	8.10273	7.92597
0.09305	8.38015	8.04575	7.94589
0.0939875	8.3416	8.07209	7.93437
0.0949125	8.35355	8.09412	7.94697
0.0958375	8.30856	8.04736	7.93698
0.096775	8.31207	8.08008	7.92605
0.097725	8.31853	8.02655	7.92166
0.0986625	8.32654	8.04668	7.95302
0.0996125	8.37916	8.04217	7.87209
0.100562	8.33665	8.02737	7.89923
0.101512	8.33008	8.09865	7.9357
0.102475	8.32411	8.02062	7.99328
0.103437	8.33558	8.01416	7.95852
0.1044	8.33627	8.0804	7.94113
0.105362	8.26163	8.03052	7.92763
0.106338	8.27857	8.03675	7.92463
0.107313	8.27509	8.00994	7.9138
0.1083	8.27601	8.05107	7.89375
0.109275	8.30163	7.99414	7.86586
0.110262	8.28448	8.0397	7.93899
0.11125	8.35366	8.02798	7.91568
0.11225	8.32413	7.9775	7.91397
0.11325	8.24782	7.97392	7.89322
0.11425	8.26776	7.96925	7.90952
0.115263	8.27707	7.98383	7.96449
0.116263	8.27974	7.98534	7.85102
0.117288	8.28219	7.952	7.85078
0.1183	8.22944	7.98301	7.88416
0.119325	8.26054	7.99604	7.87297
0.12035	8.24131	7.95969	7.92458
0.121375	8.21717	7.97431	7.85595
0.122413	8.27172	7.9656	7.91969
0.12345	8.24758	7.97665	7.85703
0.124487	8.24277	8.0124	7.84806
0.125537	8.20459	7.887	7.88255
0.126587	8.21334	7.97125	7.85837
0.127638	8.18533	7.95469	7.86964
0.128688	8.21364	7.94717	7.83969
0.12975	8.20903	7.94265	7.83688
0.130825	8.19528	7.97162	7.89123
